"1";"1";"C:\data\DEPRS\games\101games-master";"game";"game";"game";"16"
"2";"1";"C:\data\DEPRS\games\101games-master";"gui";"gui";"gui";"5"
"3";"1";"C:\data\DEPRS\games\101games-master";"bild";"bilde";"bilde";"3"
"4";"1";"C:\data\DEPRS\games\101games-master";"box";"box";"box";"3"
"5";"1";"C:\data\DEPRS\games\101games-master";"arg";"arg";"arg";"2"
"6";"1";"C:\data\DEPRS\games\101games-master";"spill";"spill";"spill";"2"
"7";"1";"C:\data\DEPRS\games\101games-master";"game";"games";"games";"2"
"8";"1";"C:\data\DEPRS\games\101games-master";"aliv";"alive";"alive";"1"
"9";"1";"C:\data\DEPRS\games\101games-master";"navn";"navn";"navn";"1"
"10";"1";"C:\data\DEPRS\games\101games-master";"guii";"guii";"guii";"1"
"11";"1";"C:\data\DEPRS\games\101games-master";"pattern";"pattern";"pattern";"14"
"12";"1";"C:\data\DEPRS\games\101games-master";"prop";"prop";"prop";"2"
"13";"1";"C:\data\DEPRS\games\101games-master";"spaceship";"spaceship";"spaceship";"2"
"14";"1";"C:\data\DEPRS\games\101games-master";"png";"png";"png";"2"
"15";"1";"C:\data\DEPRS\games\101games-master";"pattern";"patterns";"patterns";"1"
"16";"1";"C:\data\DEPRS\games\101games-master";"jpg";"jpg";"jpg";"1"
"17";"1";"C:\data\DEPRS\games\101games-master";"extens";"extensions";"extensions";"1"
"18";"1";"C:\data\DEPRS\games\101games-master";"width";"width";"width";"1"
"19";"1";"C:\data\DEPRS\games\101games-master";"copi";"copy";"copy";"11"
"20";"1";"C:\data\DEPRS\games\101games-master";"rektangel";"rektangel";"rektangel";"4"
"21";"1";"C:\data\DEPRS\games\101games-master";"code";"code";"code";"2"
"22";"1";"C:\data\DEPRS\games\101games-master";"applet";"applet";"applet";"1"
"23";"1";"C:\data\DEPRS\games\101games-master";"ran";"ran";"ran";"1"
"24";"1";"C:\data\DEPRS\games\101games-master";"black";"black";"black";"1"
"25";"1";"C:\data\DEPRS\games\101games-master";"img";"img";"img";"1"
"26";"1";"C:\data\DEPRS\games\101games-master";"control";"control";"control";"1"
"27";"1";"C:\data\DEPRS\games\101games-master";"hent";"hent";"hent";"4"
"28";"1";"C:\data\DEPRS\games\101games-master";"size";"size";"size";"4"
"29";"1";"C:\data\DEPRS\games\101games-master";"board";"board";"board";"3"
"30";"1";"C:\data\DEPRS\games\101games-master";"size";"sizes";"sizes";"3"
"31";"1";"C:\data\DEPRS\games\101games-master";"elem";"elem";"elem";"2"
"32";"1";"C:\data\DEPRS\games\101games-master";"chang";"change";"change";"2"
"33";"1";"C:\data\DEPRS\games\101games-master";"obj";"obj";"obj";"1"
"34";"1";"C:\data\DEPRS\games\101games-master";"uid";"uid";"uid";"7"
"35";"1";"C:\data\DEPRS\games\101games-master";"version";"version";"version";"7"
"36";"1";"C:\data\DEPRS\games\101games-master";"color";"color";"color";"2"
"37";"1";"C:\data\DEPRS\games\101games-master";"foreground";"foreground";"foreground";"1"
"38";"1";"C:\data\DEPRS\games\101games-master";"white";"white";"white";"1"
"39";"1";"C:\data\DEPRS\games\101games-master";"background";"background";"background";"1"
"40";"1";"C:\data\DEPRS\games\101games-master";"loader";"loader";"loader";"1"
"41";"1";"C:\data\DEPRS\games\101games-master";"tabel";"tabell";"tabell";"7"
"42";"1";"C:\data\DEPRS\games\101games-master";"høyde";"høyde";"høyde";"4"
"43";"1";"C:\data\DEPRS\games\101games-master";"bredd";"bredde";"bredde";"4"
"44";"1";"C:\data\DEPRS\games\101games-master";"compar";"comparator";"comparator";"2"
"45";"1";"C:\data\DEPRS\games\101games-master";"e/images/dead";"e/images/dead";"e/images/dead";"1"
"46";"1";"C:\data\DEPRS\games\101games-master";"brett";"brett";"brett";"1"
"47";"1";"C:\data\DEPRS\games\101games-master";"serializ";"serializable";"serializable";"1"
"48";"1";"C:\data\DEPRS\games\101games-master";"icon";"icon";"icon";"5"
"49";"1";"C:\data\DEPRS\games\101games-master";"imag";"image";"image";"4"
"50";"1";"C:\data\DEPRS\games\101games-master";"map";"map";"map";"3"
"51";"1";"C:\data\DEPRS\games\101games-master";"error";"error";"error";"2"
"52";"1";"C:\data\DEPRS\games\101games-master";"hash";"hash";"hash";"2"
"53";"1";"C:\data\DEPRS\games\101games-master";"point";"point";"point";"2"
"54";"1";"C:\data\DEPRS\games\101games-master";"e/images/al";"e/images/alive";"e/images/alive";"1"
"55";"1";"C:\data\DEPRS\games\101games-master";"runtim";"runtime";"runtime";"1"
"56";"1";"C:\data\DEPRS\games\101games-master";"imag";"images";"images";"1"
"57";"1";"C:\data\DEPRS\games\101games-master";"path";"paths";"paths";"1"
"58";"1";"C:\data\DEPRS\games\101games-master";"start";"start";"start";"4"
"59";"1";"C:\data\DEPRS\games\101games-master";"step";"step";"step";"4"
"60";"1";"C:\data\DEPRS\games\101games-master";"btn";"btn";"btn";"3"
"61";"1";"C:\data\DEPRS\games\101games-master";"stop";"stop";"stop";"3"
"62";"1";"C:\data\DEPRS\games\101games-master";"button";"buttons";"buttons";"2"
"63";"1";"C:\data\DEPRS\games\101games-master";"button";"button";"button";"2"
"64";"1";"C:\data\DEPRS\games\101games-master";"timer";"timer";"timer";"2"
"65";"1";"C:\data\DEPRS\games\101games-master";"choic";"choices";"choices";"1"
"66";"1";"C:\data\DEPRS\games\101games-master";"graphic";"graphics";"graphics";"1"
"67";"1";"C:\data\DEPRS\games\101games-master";"compon";"component";"component";"1"
"68";"1";"C:\data\DEPRS\games\101games-master";"swing";"swing";"swing";"1"
"69";"1";"C:\data\DEPRS\games\101games-master";"action";"action";"action";"2"
"70";"1";"C:\data\DEPRS\games\101games-master";"gif";"gif";"gif";"1"
"71";"1";"C:\data\DEPRS\games\101games-master";"event";"event";"event";"1"
"72";"1";"C:\data\DEPRS\games\101games-master";"med";"med";"med";"1"
"73";"1";"C:\data\DEPRS\games\101games-master";"ener";"en";"ener";"1"
"74";"2";"C:\data\DEPRS\games\AI_RPG_MP";"point";"points";"points";"10"
"75";"2";"C:\data\DEPRS\games\AI_RPG_MP";"skill";"skill";"skill";"10"
"76";"2";"C:\data\DEPRS\games\AI_RPG_MP";"test";"test";"test";"8"
"77";"2";"C:\data\DEPRS\games\AI_RPG_MP";"techniqu";"technique";"technique";"7"
"78";"2";"C:\data\DEPRS\games\AI_RPG_MP";"heal";"heal";"heal";"4"
"79";"2";"C:\data\DEPRS\games\AI_RPG_MP";"breath";"breath";"breath";"3"
"80";"2";"C:\data\DEPRS\games\AI_RPG_MP";"strike";"strike";"strike";"3"
"81";"2";"C:\data\DEPRS\games\AI_RPG_MP";"intent";"intent";"intent";"3"
"82";"2";"C:\data\DEPRS\games\AI_RPG_MP";"gener";"generator";"generator";"3"
"83";"2";"C:\data\DEPRS\games\AI_RPG_MP";"king";"king";"king";"3"
"84";"2";"C:\data\DEPRS\games\AI_RPG_MP";"game";"game";"game";"18"
"85";"2";"C:\data\DEPRS\games\AI_RPG_MP";"augment";"augment";"augment";"16"
"86";"2";"C:\data\DEPRS\games\AI_RPG_MP";"decor";"decorator";"decorator";"5"
"87";"2";"C:\data\DEPRS\games\AI_RPG_MP";"gui";"gui";"gui";"4"
"88";"2";"C:\data\DEPRS\games\AI_RPG_MP";"alli";"ally";"ally";"3"
"89";"2";"C:\data\DEPRS\games\AI_RPG_MP";"box";"box";"box";"3"
"90";"2";"C:\data\DEPRS\games\AI_RPG_MP";"local";"local";"local";"2"
"91";"2";"C:\data\DEPRS\games\AI_RPG_MP";"instanc";"instance";"instance";"2"
"92";"2";"C:\data\DEPRS\games\AI_RPG_MP";"battl";"battle";"battle";"2"
"93";"2";"C:\data\DEPRS\games\AI_RPG_MP";"ill";"illness";"illness";"2"
"94";"2";"C:\data\DEPRS\games\AI_RPG_MP";"copi";"copy";"copy";"18"
"95";"2";"C:\data\DEPRS\games\AI_RPG_MP";"hent";"hent";"hent";"4"
"96";"2";"C:\data\DEPRS\games\AI_RPG_MP";"høyde";"høyde";"høyde";"4"
"97";"2";"C:\data\DEPRS\games\AI_RPG_MP";"bredd";"bredde";"bredde";"4"
"98";"2";"C:\data\DEPRS\games\AI_RPG_MP";"init";"init";"init";"4"
"99";"2";"C:\data\DEPRS\games\AI_RPG_MP";"dmg";"dmg";"dmg";"3"
"100";"2";"C:\data\DEPRS\games\AI_RPG_MP";"strike";"strike";"strike";"3"
"101";"2";"C:\data\DEPRS\games\AI_RPG_MP";"combat";"combat";"combat";"2"
"102";"2";"C:\data\DEPRS\games\AI_RPG_MP";"rektangel";"rektangel";"rektangel";"2"
"103";"2";"C:\data\DEPRS\games\AI_RPG_MP";"health";"health";"health";"8"
"104";"2";"C:\data\DEPRS\games\AI_RPG_MP";"multiplay";"multiplay";"multiplayer";"5"
"105";"2";"C:\data\DEPRS\games\AI_RPG_MP";"twohand";"twohand";"twohands";"4"
"106";"2";"C:\data\DEPRS\games\AI_RPG_MP";"descript";"description";"description";"4"
"107";"2";"C:\data\DEPRS\games\AI_RPG_MP";"item";"item";"item";"3"
"108";"2";"C:\data\DEPRS\games\AI_RPG_MP";"ubl";"uble";"uble";"3"
"109";"2";"C:\data\DEPRS\games\AI_RPG_MP";"init";"init";"init";"2"
"110";"2";"C:\data\DEPRS\games\AI_RPG_MP";"element";"element";"element";"2"
"111";"2";"C:\data\DEPRS\games\AI_RPG_MP";"port";"port";"port";"2"
"112";"2";"C:\data\DEPRS\games\AI_RPG_MP";"wound";"wounded";"wounded";"2"
"113";"2";"C:\data\DEPRS\games\AI_RPG_MP";"actor";"actor";"actor";"39"
"114";"2";"C:\data\DEPRS\games\AI_RPG_MP";"vector";"vector";"vector";"21"
"115";"2";"C:\data\DEPRS\games\AI_RPG_MP";"tar";"tar";"tar";"13"
"116";"2";"C:\data\DEPRS\games\AI_RPG_MP";"oppon";"opponents";"opponents";"11"
"117";"2";"C:\data\DEPRS\games\AI_RPG_MP";"attack";"attacker";"attacker";"6"
"118";"2";"C:\data\DEPRS\games\AI_RPG_MP";"caster";"caster";"caster";"6"
"119";"2";"C:\data\DEPRS\games\AI_RPG_MP";"parti";"party";"party";"4"
"120";"2";"C:\data\DEPRS\games\AI_RPG_MP";"player";"player";"player";"3"
"121";"2";"C:\data\DEPRS\games\AI_RPG_MP";"enemi";"enemy";"enemy";"2"
"122";"2";"C:\data\DEPRS\games\AI_RPG_MP";"hero";"heroes";"heroes";"2"
"123";"2";"C:\data\DEPRS\games\AI_RPG_MP";"mod";"mod";"mod";"10"
"124";"2";"C:\data\DEPRS\games\AI_RPG_MP";"ier";"ier";"ier";"6"
"125";"2";"C:\data\DEPRS\games\AI_RPG_MP";"weapon";"weapon";"weapon";"4"
"126";"2";"C:\data\DEPRS\games\AI_RPG_MP";"size";"size";"size";"4"
"127";"2";"C:\data\DEPRS\games\AI_RPG_MP";"seek";"seek";"seek";"2"
"128";"2";"C:\data\DEPRS\games\AI_RPG_MP";"aoe";"aoe";"aoe";"2"
"129";"2";"C:\data\DEPRS\games\AI_RPG_MP";"bomb";"bomb";"bomb";"2"
"130";"2";"C:\data\DEPRS\games\AI_RPG_MP";"weakest";"weakest";"weakest";"2"
"131";"2";"C:\data\DEPRS\games\AI_RPG_MP";"board";"board";"board";"2"
"132";"2";"C:\data\DEPRS\games\AI_RPG_MP";"chang";"change";"change";"2"
"133";"2";"C:\data\DEPRS\games\AI_RPG_MP";"item";"item";"item";"6"
"134";"2";"C:\data\DEPRS\games\AI_RPG_MP";"herb";"herb";"herb";"4"
"135";"2";"C:\data\DEPRS\games\AI_RPG_MP";"start";"start";"start";"4"
"136";"2";"C:\data\DEPRS\games\AI_RPG_MP";"bild";"bilde";"bilde";"3"
"137";"2";"C:\data\DEPRS\games\AI_RPG_MP";"btn";"btn";"btn";"3"
"138";"2";"C:\data\DEPRS\games\AI_RPG_MP";"stop";"stop";"stop";"3"
"139";"2";"C:\data\DEPRS\games\AI_RPG_MP";"step";"step";"step";"3"
"140";"2";"C:\data\DEPRS\games\AI_RPG_MP";"button";"buttons";"buttons";"2"
"141";"2";"C:\data\DEPRS\games\AI_RPG_MP";"button";"button";"button";"2"
"142";"2";"C:\data\DEPRS\games\AI_RPG_MP";"potion";"potion";"potion";"1"
"143";"2";"C:\data\DEPRS\games\AI_RPG_MP";"state";"state";"state";"9"
"144";"2";"C:\data\DEPRS\games\AI_RPG_MP";"statu";"status";"status";"6"
"145";"2";"C:\data\DEPRS\games\AI_RPG_MP";"durat";"duration";"duration";"3"
"146";"2";"C:\data\DEPRS\games\AI_RPG_MP";"action";"action";"action";"3"
"147";"2";"C:\data\DEPRS\games\AI_RPG_MP";"weapon";"weapon";"weapon";"2"
"148";"2";"C:\data\DEPRS\games\AI_RPG_MP";"size";"sizes";"sizes";"2"
"149";"2";"C:\data\DEPRS\games\AI_RPG_MP";"timer";"timer";"timer";"2"
"150";"2";"C:\data\DEPRS\games\AI_RPG_MP";"seek";"seek";"seek";"1"
"151";"2";"C:\data\DEPRS\games\AI_RPG_MP";"client";"client";"client";"1"
